title,salary,hinhthuc,capbac,gender,ex,add,keyword,link
Tuyển Nhân Viên Lễ Tân Hành Chính Lương Cứng 10Triệu,10-12 triệu,Toàn thời gian,Nhân viên,Không yêu cầu,Không yêu cầu kinh nghiệm,Hà Nội,"Hành chính / Văn phòng,Dịch vụ khách hàng,Nhân sự",https://www.topcv.vn/viec-lam/nhan-vien-le-tan-hanh-chinh-luong-cung-10trieu/811141.html
Tuyển Trưởng Nhóm Content Marketing Lĩnh Vực Công Nghệ Phần Mềm,15-20 triệu,Toàn thời gian,Nhân viên,Không yêu cầu,3 năm,Hà Nội,"Marketing / Truyền thông / Quảng cáo,Quản lý điều hành",https://www.topcv.vn/viec-lam/truong-nhom-content-marketing-linh-vuc-cong-nghe-phan-mem/809763.html
Tuyển Nhân Viên Tư Vấn Bán Hàng ( Thu Nhập Lên Đến 20 Triệu),7-20 triệu,Toàn thời gian,Nhân viên,Không yêu cầu,Không yêu cầu kinh nghiệm,Hà Nội,"Tư vấn,Kinh doanh / Bán hàng,Công nghệ Ô tô",https://www.topcv.vn/viec-lam/nhan-vien-tu-van-ban-hang-thu-nhap-len-den-20-trieu/810468.html
Tuyển Chuyên Viên Bán Bảo Hiểm Trực Tiếp_Kênh Bancassurance [Khu Vực HCM/HN/An Giang],Thoả thuận,Toàn thời gian,Nhân viên,Không yêu cầu,1 năm,Hà Nội,"Bảo hiểm,Ngân hàng / Tài chính,Tài chính / Đầu tư",https://www.topcv.vn/viec-lam/chuyen-vien-ban-bao-hiem-truc-tiep-kenh-bancassurance-khu-vuc-hcm-hn-an-giang/799189.html
"Tuyển Nhân Viên Kinh Doanh (Tỉnh Lâm Đồng, Bình Phước, Đồng Nai)",Tới 20 triệu,Toàn thời gian,Nhân viên,Nam,Không yêu cầu kinh nghiệm,Lâm Đồng,"Kinh doanh / Bán hàng,Tư vấn,Sản xuất",https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh-tinh-lam-dong-binh-phuoc-dong-nai/802308.html
Tuyển Nhân Viên Tư Vấn Làm Việc Tại Văn Phòng,7-30 triệu,Toàn thời gian,Nhân viên,Không yêu cầu,Không yêu cầu kinh nghiệm,Hồ Chí Minh,"Hành chính / Văn phòng,Ngân hàng / Tài chính,Luật/Pháp lý",https://www.topcv.vn/viec-lam/nhan-vien-tu-van-lam-viec-tai-van-phong/810545.html
"Tuyển Chuyên Viên Kinh Doanh Bất Động Sản Không Yêu Cầu Kinh Nghiệm (Lương Cứng Lên Đến 12Triệu, Không Áp Doanh Số)",6-12 triệu,Toàn thời gian,Nhân viên,Không yêu cầu,Không yêu cầu kinh nghiệm,Hà Nội,"Bất động sản,Kinh doanh / Bán hàng,Ngân hàng / Tài chính",https://www.topcv.vn/viec-lam/chuyen-vien-kinh-doanh-bat-dong-san-khong-yeu-cau-kinh-nghiem-luong-cung-len-den-12trieu-khong-ap-doanh-so/778525.html
"Tuyển Nhân Viên Điện Tử Viễn Thông, Tự Động Hoá, Công Nghệ Thông Tin, Cơ Khí, Điện",Thoả thuận,Toàn thời gian,Nhân viên,Không yêu cầu,Không yêu cầu kinh nghiệm,Hà Nội,"Điện tử viễn thông,Điện / Điện tử / Điện lạnh,Công nghệ thông tin",https://www.topcv.vn/viec-lam/nhan-vien-dien-tu-vien-thong-tu-dong-hoa-cong-nghe-thong-tin-co-khi-dien/812290.html
Tuyển Nhân Viên Hành Chính Văn Phòng,15-20 triệu,Toàn thời gian,Nhân viên,Không yêu cầu,Dưới 1 năm,Bắc Ninh,"Hành chính / Văn phòng,Nhân sự,Ngành nghề khác",https://www.topcv.vn/viec-lam/nhan-vien-hanh-chinh-van-phong/810405.html
Tuyển Kế Toán Công Nợ,Thoả thuận,Toàn thời gian,Nhân viên,Không yêu cầu,1 năm,Hồ Chí Minh,"Kế toán / Kiểm toán,Thực phẩm / Đồ uống",https://www.topcv.vn/viec-lam/ke-toan-cong-no/807368.html
Tuyển Lập Trình Viên Front-End_Front-End Developer_ Thu Nhập Upto 1500$),"Tới 1,500 USD",Toàn thời gian,Nhân viên,Không yêu cầu,3 năm,Hà Nội,"IT phần mềm,IT Phần cứng / Mạng,Công nghệ thông tin,Việc làm IT",https://www.topcv.vn/viec-lam/lap-trinh-vien-front-end-front-end-developer-thu-nhap-upto-1500/807035.html
Tuyển Nhân Viên Kinh Doanh Tư Vấn Bất Động Sản Tại Quận 7 - Không Yêu Cầu Kinh Nghiệm,Tới 50 triệu,Toàn thời gian,Nhân viên,Không yêu cầu,Không yêu cầu kinh nghiệm,Hồ Chí Minh,"Bất động sản,Kinh doanh / Bán hàng,Tư vấn",https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh-tu-van-bat-dong-san-tai-quan-7-khong-yeu-cau-kinh-nghiem/800980.html
Tuyển Giáo Viên Tiếng Anh Cấp Mầm Non,6-9 triệu,Toàn thời gian,Nhân viên,Không yêu cầu,Dưới 1 năm,Hà Nội,"Giáo dục / Đào tạo,Dịch vụ khách hàng,Hành chính / Văn phòng",https://www.topcv.vn/viec-lam/giao-vien-tieng-anh-cap-mam-non/810681.html
Tuyển Merchandiser,Tới 13 triệu,Toàn thời gian,Nhân viên,Không yêu cầu,2 năm,Hồ Chí Minh,"Thực phẩm / Đồ uống,Vận tải / Kho vận,Xuất nhập khẩu",https://www.topcv.vn/viec-lam/merchandiser/806577.html
Tuyển Giám Đốc Dự Án Bất Động Sản ( Thu Nhập Trung Bình: 80Tr - 100Tr/ Tháng),80-100 triệu,Toàn thời gian,Giám đốc,Không yêu cầu,2 năm,Hà Nội,"Quản lý điều hành,Kinh doanh / Bán hàng,Bất động sản",https://www.topcv.vn/viec-lam/giam-doc-du-an-bat-dong-san-thu-nhap-trung-binh-80tr-100tr-thang/776770.html
Tuyển Trợ Lý Kinh Doanh - Nhập Khẩu,Thoả thuận,Toàn thời gian,Nhân viên,Không yêu cầu,1 năm,Hà Nội,"Thư ký / Trợ lý,Kinh doanh / Bán hàng,Xuất nhập khẩu",https://www.topcv.vn/viec-lam/tro-ly-kinh-doanh-nhap-khau/795135.html
Tuyển Kế Toán Tại Nhà Máy Tinh Bột Sắn Bá Thước - Thanh Hóa,Tới 10 triệu,Toàn thời gian,Nhân viên,Nam,2 năm,Thanh Hoá,"Kế toán / Kiểm toán,Ngân hàng / Tài chính,Tài chính / Đầu tư",https://www.topcv.vn/viec-lam/ke-toan-tai-nha-may-tinh-bot-san-ba-thuoc-thanh-hoa/791819.html
,12-25 triệu,Toàn thời gian,Nhân viên,Không yêu cầu,Không yêu cầu kinh nghiệm,Hồ Chí Minh,,
Tuyển Nhân Viên Tư Vấn - Không Yêu Cầu Kinh Nghiệm Lương 7-12 Triệu,7-12 triệu,Toàn thời gian,Nhân viên,Không yêu cầu,Không yêu cầu kinh nghiệm,Hồ Chí Minh,"Kinh doanh / Bán hàng,Hành chính / Văn phòng,Tư vấn",https://www.topcv.vn/viec-lam/nhan-vien-tu-van-khong-yeu-cau-kinh-nghiem-luong-7-12-trieu/769562.html
Tuyển Nhân Viên Kinh Doanh (Thu Nhập Từ 15-20 Triệu),15-20 triệu,Toàn thời gian,Nhân viên,Không yêu cầu,Không yêu cầu kinh nghiệm,Hồ Chí Minh,"Kinh doanh / Bán hàng,Hành chính / Văn phòng,Tư vấn",https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh-thu-nhap-tu-15-20-trieu/779413.html
Tuyển Nhân Viên Kinh Doanh Sản Phẩm Đá (Thu Nhập Không Dưới 20 Triệu),15-20 triệu,Toàn thời gian,Nhân viên,Không yêu cầu,Dưới 1 năm,Hà Nội,"Kinh doanh / Bán hàng,Xây dựng,Bán hàng kỹ thuật",https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh-san-pham-da-thu-nhap-khong-duoi-20-trieu/801250.html
"Tuyển Nhân Viên Marketing _ 1 Năm Kinh Nghiệm (15-20 Triệu, Thưởng Hấp Dẫn)",15-20 triệu,Toàn thời gian,Nhân viên,Không yêu cầu,1 năm,Hà Nội,"Marketing / Truyền thông / Quảng cáo,Mỹ phẩm / Trang sức,Spa / Làm đẹp",https://www.topcv.vn/viec-lam/nhan-vien-marketing-1-nam-kinh-nghiem-15-20-trieu-thuong-hap-dan/803304.html
Tuyển Nhân Viên Kinh Doanh Kỹ Thuật Môi Trường/Thủy Sản Biết Lái Xe Ô Tô,9-18 triệu,Toàn thời gian,Nhân viên,Nam,Không yêu cầu kinh nghiệm,Hồ Chí Minh,"Bán hàng kỹ thuật,Hoá học / Sinh học,Môi trường / Xử lý chất thải",https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh-ky-thuat-moi-truong-thuy-san-biet-lai-xe-o-to/800769.html
,Tới 18 triệu,Toàn thời gian,Trưởng nhóm,Không yêu cầu,1 năm,Vĩnh Phúc,,
Tuyển Trưởng Phòng Marketing (Lương Cứng 15 - 20 Triệu),12-15 triệu,Toàn thời gian,Trưởng/Phó phòng,Không yêu cầu,1 năm,Hà Nội,"Báo chí / Truyền hình,Marketing / Truyền thông / Quảng cáo,Quản lý điều hành",https://www.topcv.vn/viec-lam/truong-phong-marketing-luong-cung-15-20-trieu/468321.html
Tuyển International Export Sales Executive - Up To $1000 - No Experience Required - Highly Welcome Freshers,Tới 20 triệu,Toàn thời gian,Nhân viên,Nữ,Không yêu cầu kinh nghiệm,Hà Nội,"Dịch vụ khách hàng,Hành chính / Văn phòng,Xuất nhập khẩu",https://www.topcv.vn/viec-lam/international-export-sales-executive-up-to-1000-no-experience-required-highly-welcome-freshers/731470.html
Tuyển Nhân Viên Lễ Tân (Lương Từ 10 - 15 Triệu) (Toàn Quốc),10-15 triệu,Toàn thời gian,Nhân viên,Không yêu cầu,Không yêu cầu kinh nghiệm,Toàn Quốc,"Hành chính / Văn phòng,Dịch vụ khách hàng,Khách sạn / Nhà hàng",https://www.topcv.vn/viec-lam/nhan-vien-le-tan-luong-tu-10-15-trieu-toan-quoc/810594.html
Tuyển Giáo Viên Dạy Tiếng Anh Khối Thcs - Thpt (Mức Lương Từ 10 - 20 Triệu/Tháng),10-20 triệu,Toàn thời gian,Nhân viên,Không yêu cầu,2 năm,Hà Nội,"Giáo dục / Đào tạo,Biên / Phiên dịch,Báo chí / Truyền hình",https://www.topcv.vn/viec-lam/giao-vien-day-tieng-anh-khoi-thcs-thpt-muc-luong-tu-10-20-trieu-thang/797829.html
"Tuyển Nhân Viên Tư Vấn Tại Văn Phòng - Thu Nhập Từ 10 - 20 Triệu - Nghỉ Thứ 7, Chủ Nhật",10-20 triệu,Toàn thời gian,Nhân viên,Không yêu cầu,Không yêu cầu kinh nghiệm,Hồ Chí Minh,"Hành chính / Văn phòng,Kinh doanh / Bán hàng,Tư vấn",https://www.topcv.vn/viec-lam/nhan-vien-tu-van-tai-van-phong-thu-nhap-tu-10-20-trieu-nghi-thu-7-chu-nhat/788679.html
Tuyển Nhân Viên Trải Nghiệm Khách Hàng - Thu Nhập Hấp Dẫn,Thoả thuận,Toàn thời gian,Nhân viên,Không yêu cầu,Dưới 1 năm,Hà Nội,"Marketing / Truyền thông / Quảng cáo,Dịch vụ khách hàng,Tư vấn",https://www.topcv.vn/viec-lam/nhan-vien-trai-nghiem-khach-hang-thu-nhap-hap-dan/811623.html
Tuyển Nhân Viên Hành Chính Nhân Sự,7-9 triệu,Toàn thời gian,Nhân viên,Nữ,1 năm,Hà Nội,"Hành chính / Văn phòng,Bất động sản,Quản lý điều hành",https://www.topcv.vn/viec-lam/nhan-vien-hanh-chinh-nhan-su/805767.html
Tuyển Kỹ Sư Điện Thu Nhập Từ 10-20 Triệu,10-20 triệu,Toàn thời gian,Nhân viên,Không yêu cầu,Không yêu cầu kinh nghiệm,Đồng Nai,"Điện / Điện tử / Điện lạnh,Cơ khí / Chế tạo / Tự động hóa,Xây dựng",https://www.topcv.vn/viec-lam/ky-su-dien-thu-nhap-tu-10-20-trieu/795351.html
,Trên 8 triệu,Toàn thời gian,Nhân viên,Không yêu cầu,1 năm,Hồ Chí Minh,,
Tuyển Nhân Viên Truyền Thông Marketing (Lương 8 - 15 Triệu),8-15 triệu,Toàn thời gian,Nhân viên,Không yêu cầu,Không yêu cầu kinh nghiệm,Hồ Chí Minh,"Marketing / Truyền thông / Quảng cáo,Báo chí / Truyền hình,Tổ chức sự kiện / Quà tặng",https://www.topcv.vn/viec-lam/nhan-vien-truyen-thong-marketing-luong-8-15-trieu/812790.html
Tuyển Lập Trình Viên PHP (Wordpress - Woocommerce),Trên 8 triệu,Toàn thời gian,Nhân viên,Không yêu cầu,Dưới 1 năm,Hà Nội,"IT phần mềm,Dịch vụ khách hàng,Công nghệ thông tin,Việc làm IT",https://www.topcv.vn/viec-lam/lap-trinh-vien-php-wordpress-woocommerce/807662.html
Tuyển Nhân Viên IT Support Hỗ Trợ Kỹ Thuật - Lương Cứng Từ 10 - 15 Triệu,Trên 10 triệu,Toàn thời gian,Nhân viên,Nam,Không yêu cầu kinh nghiệm,Hồ Chí Minh,"IT Phần cứng / Mạng,IT phần mềm,Công nghệ thông tin,Việc làm IT",https://www.topcv.vn/viec-lam/nhan-vien-it-support-ho-tro-ky-thuat-luong-cung-tu-10-15-trieu/753272.html
"Tuyển Nhân Viên Kinh Doanh, Thu Nhập Từ 10 - 15 Triệu",10-15 triệu,Toàn thời gian,Nhân viên,Nam,Không yêu cầu kinh nghiệm,Hà Nội,"Kinh doanh / Bán hàng,Xây dựng,Bán hàng kỹ thuật",https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh-thu-nhap-tu-10-15-trieu/807994.html
Tuyển Trưởng Phòng Kinh Doanh (Thu Nhập 30 Triệu Trở Lên),25-30 triệu,Toàn thời gian,Trưởng/Phó phòng,Không yêu cầu,4 năm,Hà Nội,"Quản lý điều hành,Kinh doanh / Bán hàng,Dịch vụ khách hàng",https://www.topcv.vn/viec-lam/truong-phong-kinh-doanh-thu-nhap-30-trieu-tro-len/802716.html
Tuyển Nhân Viên Kinh Doanh (Thủ Đức)_ Thu Nhập Từ 10 Triệu,Trên 10 triệu,Toàn thời gian,Nhân viên,Không yêu cầu,Không yêu cầu kinh nghiệm,Hồ Chí Minh,"Bất động sản,Kinh doanh / Bán hàng,Tư vấn",https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh-thu-duc-thu-nhap-tu-10-trieu/807391.html
Tuyển Bác Sĩ Răng Hàm Mặt Làm Việc Tại Long Biên - Thu Nhập Từ 20 Triệu (Không Yêu Cầu Kinh Nghiệm),Trên 20 triệu,Toàn thời gian,Nhân viên,Không yêu cầu,Không yêu cầu kinh nghiệm,Hà Nội,"Y tế / Dược,Dược phẩm / Công nghệ sinh học,Spa / Làm đẹp",https://www.topcv.vn/viec-lam/bac-si-rang-ham-mat-lam-viec-tai-long-bien-thu-nhap-tu-20-trieu-khong-yeu-cau-kinh-nghiem/800423.html
Tuyển Nhân Viên Hỗ Trợ Kiểm Hàng,Trên 8 triệu,Toàn thời gian,Nhân viên,Không yêu cầu,Không yêu cầu kinh nghiệm,Hồ Chí Minh,"Quản lý chất lượng (QA/QC),Cơ khí / Chế tạo / Tự động hóa,Điện / Điện tử / Điện lạnh",https://www.topcv.vn/viec-lam/nhan-vien-ho-tro-kiem-hang/805255.html
Tuyển Export Sales (Nhân Viên Sale Xuất Nhập Khẩu) - Lương 20 Triệu Trở Lên,Thoả thuận,Toàn thời gian,Nhân viên,Không yêu cầu,2 năm,Hà Nội,"Kinh doanh / Bán hàng,Tư vấn",https://www.topcv.vn/viec-lam/export-sales-nhan-vien-sale-xuat-nhap-khau-luong-20-trieu-tro-len/790863.html
Tuyển Nhân Viên Kinh Doanh - B2B Sales Representative (Lương 10-15 Triệu),10-15 triệu,Toàn thời gian,Nhân viên,Không yêu cầu,Dưới 1 năm,Hà Nội,"Marketing / Truyền thông / Quảng cáo,Kinh doanh / Bán hàng,Bất động sản",https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh-b2b-sales-representative-luong-10-15-trieu/689083.html
Tuyển Nhân Viên Kinh Doanh - Hà Nội (Không Áp Doanh Số),7-10 triệu,Toàn thời gian,Nhân viên,Nữ,Không yêu cầu kinh nghiệm,Hà Nội,"Kinh doanh / Bán hàng,Hành chính / Văn phòng,Tư vấn",https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh-ha-noi-khong-ap-doanh-so/812462.html
Tuyển Chuyên Viên Tư Vấn Khóa Học Ielts Lương Từ 15 - 30 Triệu,8-15 triệu,Toàn thời gian,Nhân viên,Không yêu cầu,1 năm,Hồ Chí Minh,"Tư vấn,Dịch vụ khách hàng,Giáo dục / Đào tạo",https://www.topcv.vn/viec-lam/chuyen-vien-tu-van-khoa-hoc-ielts-luong-tu-15-30-trieu/707713.html
,Thoả thuận,Toàn thời gian,Nhân viên,Không yêu cầu,1 năm,Hà Nội,,
"Tuyển Nhân Viên Kinh Doanh ( Không Cần Đi Thị Trường) ( Hỗ Trợ 100% Chi Phí, Data Kh) ( Phúc Lợi, Đào Tạo Chuyên Nghiệp )",10-21 triệu,Toàn thời gian,Nhân viên,Không yêu cầu,Dưới 1 năm,Hồ Chí Minh,"Bất động sản,Kinh doanh / Bán hàng,Hành chính / Văn phòng",https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh-khong-can-di-thi-truong-ho-tro-100-chi-phi-data-kh-phuc-loi-dao-tao-chuyen-nghiep/655233.html
Tuyển Kỹ Sư Cơ Khí / Engineer (Lương $800 - $1000),"800-1,000 USD",Toàn thời gian,Nhân viên,Không yêu cầu,Không yêu cầu kinh nghiệm,Bình Dương,"Sản xuất,Cơ khí / Chế tạo / Tự động hóa,Ngành nghề khác",https://www.topcv.vn/viec-lam/ky-su-co-khi-engineer-luong-800-1000/801918.html
,15-35 triệu,Toàn thời gian,Nhân viên,Không yêu cầu,1 năm,Hà Nội,,
Tuyển Nhân Viên Kinh Doanh - Sale Du Lịch (Hồ Chí Minh & Hà Nội),6-50 triệu,Toàn thời gian,Nhân viên,Không yêu cầu,Không yêu cầu kinh nghiệm,Hồ Chí Minh,"Kinh doanh / Bán hàng,Du lịch,Tư vấn",https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh-sale-du-lich-ho-chi-minh-ha-noi/809689.html
Tuyển Nhân Viên Tư Vấn Tại Văn Phòng - Không Yêu Cầu Kinh Nghiệm,10-15 triệu,Toàn thời gian,Nhân viên,Không yêu cầu,Không yêu cầu kinh nghiệm,Hồ Chí Minh,"Hành chính / Văn phòng,Dịch vụ khách hàng,Tư vấn",https://www.topcv.vn/viec-lam/nhan-vien-tu-van-tai-van-phong-khong-yeu-cau-kinh-nghiem/742983.html
"Tuyển Thủ Kho Xây Dựng, Thu Nhập Từ 10 Đến 15 Triệu Đồng/ Tháng",10-15 triệu,Toàn thời gian,Nhân viên,Nam,Dưới 1 năm,Hà Nội,"Vận tải / Kho vận,Hành chính / Văn phòng,Xây dựng",https://www.topcv.vn/viec-lam/thu-kho-xay-dung-thu-nhap-tu-10-den-15-trieu-dong-thang/808624.html
Tuyển Chuyên Viên Quan Hệ Khách Hàng - Chuyển Nhượng,Thoả thuận,Toàn thời gian,Nhân viên,Không yêu cầu,2 năm,Hồ Chí Minh,"Kinh doanh / Bán hàng,Bất động sản,Ngân hàng / Tài chính",https://www.topcv.vn/viec-lam/chuyen-vien-quan-he-khach-hang-chuyen-nhuong/801084.html
Tuyển Nhân Viên Kinh Doanh Tại Hồ Chí Minh (Thu Nhập Từ 15- 50 Triệu),15-50 triệu,Toàn thời gian,Nhân viên,Nam,Không yêu cầu kinh nghiệm,Hồ Chí Minh,"Kinh doanh / Bán hàng,Tư vấn,Bán hàng kỹ thuật",https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh-tai-ho-chi-minh-thu-nhap-tu-15-50-trieu/813455.html
Tuyển Nhân Viên Nhập Liệu,Thoả thuận,Toàn thời gian,Nhân viên,Không yêu cầu,Không yêu cầu kinh nghiệm,Hồ Chí Minh,"Hành chính / Văn phòng,Tư vấn",https://www.topcv.vn/viec-lam/nhan-vien-nhap-lieu/807404.html
Tuyển Chuyên Viên Khách Hàng Cá Nhân (Lương Thưởng Hấp Dẫn),7-20 triệu,Toàn thời gian,Nhân viên,Không yêu cầu,Không yêu cầu kinh nghiệm,Hà Nội,"Tư vấn,Dịch vụ khách hàng,Ngân hàng / Tài chính",https://www.topcv.vn/viec-lam/chuyen-vien-khach-hang-ca-nhan-luong-thuong-hap-dan/801310.html
,8-12 triệu,Toàn thời gian,Nhân viên,Không yêu cầu,Dưới 1 năm,Hải Phòng,,
,Trên 10 triệu,Toàn thời gian,Nhân viên,Nữ,1 năm,Hà Nội,,
Tuyển Nhân Viên Nhập Dữ Liệu Tại Nhà - Thu Nhập 5 - 8 Triệu,5-8 triệu,Bán thời gian,Nhân viên,Không yêu cầu,Không yêu cầu kinh nghiệm,Toàn Quốc,"Kế toán / Kiểm toán,Hành chính / Văn phòng,Thư ký / Trợ lý",https://www.topcv.vn/viec-lam/nhan-vien-nhap-du-lieu-tai-nha-thu-nhap-5-8-trieu/492652.html
Tuyển Chuyên Viên Công Nghệ - IT,Thoả thuận,Toàn thời gian,Nhân viên,Nam,2 năm,Hà Nội,"IT Phần cứng / Mạng,Điện tử viễn thông,IT phần mềm,Việc làm IT",https://www.topcv.vn/viec-lam/chuyen-vien-cong-nghe-it/800367.html
Tuyển Nhân Viên Văn Phòng,Tới 9 triệu,Toàn thời gian,Nhân viên,Không yêu cầu,Không yêu cầu kinh nghiệm,Hồ Chí Minh,"Dịch vụ khách hàng,Hành chính / Văn phòng",https://www.topcv.vn/viec-lam/nhan-vien-van-phong/806544.html
Tuyển Chuyên Viên Tư Vấn Quan Hệ Khách Hàng (Rm) - Lương Cơ Bản Từ 17Tr + Hoa Hồng Tháng/Quý,Trên 17 triệu,Toàn thời gian,Nhân viên,Không yêu cầu,1 năm,Hồ Chí Minh,"Tư vấn,Kinh doanh / Bán hàng,Bảo hiểm",https://www.topcv.vn/viec-lam/chuyen-vien-tu-van-quan-he-khach-hang-rm-luong-co-ban-tu-17tr-hoa-hong-thang-quy/784044.html
Tuyển Chuyên Viên Nhân Sự Tổng Hợp (10-15 Triệu),10-15 triệu,Toàn thời gian,Trưởng nhóm,Nữ,3 năm,Hà Nội,"Nhân sự,Hành chính / Văn phòng,Khách sạn / Nhà hàng",https://www.topcv.vn/viec-lam/chuyen-vien-nhan-su-tong-hop-10-15-trieu/779228.html
,7-10 triệu,Toàn thời gian,Nhân viên,Nữ,1 năm,Hà Nội,,
Tuyển Chăm Sóc Khách Hàng Kênh Chat Live - Email Shopee,7-9 triệu,Toàn thời gian,Nhân viên,Không yêu cầu,Không yêu cầu kinh nghiệm,Hồ Chí Minh,"Kinh doanh / Bán hàng,Dịch vụ khách hàng,Tư vấn",https://www.topcv.vn/viec-lam/cham-soc-khach-hang-kenh-chat-live-email-shopee/471408.html
,15-30 triệu,Toàn thời gian,Nhân viên,Nam,Không yêu cầu kinh nghiệm,Hà Nội,,
"Tuyển Chuyên Viên Quan Hệ Khách Hàng - Lương Cứng Từ 16,8 Triệu + Hoa Hồng Cao (Làm Việc Tại Tòa Nhà Lotte Center)",Trên 16.8 triệu,Toàn thời gian,Nhân viên,Không yêu cầu,Không yêu cầu kinh nghiệm,Hà Nội,"Bảo hiểm,Kinh doanh / Bán hàng,Ngân hàng / Tài chính",https://www.topcv.vn/viec-lam/chuyen-vien-quan-he-khach-hang-luong-cung-tu-16-8-trieu-hoa-hong-cao-lam-viec-tai-toa-nha-lotte-center/807603.html
Tuyển Nhân Viên Kinh Doanh Lương Từ 8-16 Triệu (Không Yêu Cầu Kinh Nghiệm),8-16 triệu,Toàn thời gian,Nhân viên,Không yêu cầu,Không yêu cầu kinh nghiệm,Quảng Ninh,"Kinh doanh / Bán hàng,Dịch vụ khách hàng,Tư vấn",https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh-luong-tu-8-16-trieu-khong-yeu-cau-kinh-nghiem/799513.html
Tuyển Quản Lý Ngành Hàng (FMCG),Thoả thuận,Toàn thời gian,Trưởng nhóm,Không yêu cầu,5 năm,Hồ Chí Minh,"Marketing / Truyền thông / Quảng cáo,Quản lý điều hành,Hàng tiêu dùng",https://www.topcv.vn/viec-lam/quan-ly-nganh-hang-fmcg/806355.html
Tuyển Nhân Viên Kinh Doanh - Telesales (Không Đi Thị Trường) Lương Từ 10 - 20 Triệu + % Hoa Hồng Tại Đống Đa Hà Nội,10-20 triệu,Toàn thời gian,Nhân viên,Không yêu cầu,Dưới 1 năm,Hà Nội,"Tư vấn,Kinh doanh / Bán hàng,Dịch vụ khách hàng",https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh-telesales-khong-di-thi-truong-luong-tu-10-20-trieu-hoa-hong-tai-dong-da-ha-noi/790855.html
