title,salary,hinhthuc,capbac,gender,ex,add,keyword,link
Tuyển PHP Developer (Lương Cơ Bản Từ 15-25M) (Phỏng Vấn Online),15-25 triệu,Toàn thời gian,Nhân viên,Không yêu cầu,2 năm,Hà Nội,"IT phần mềm,IT Phần cứng / Mạng,Công nghệ thông tin,Việc làm IT",https://www.topcv.vn/viec-lam/php-developer-luong-co-ban-tu-15-25m-phong-van-online/397419.html
Tuyển Chuyên Viên Tư Vấn Tài Chính( Thu Nhập Trung Bình Từ 15 Triệu Trở Lên),Trên 15 triệu,Toàn thời gian,Nhân viên,Không yêu cầu,1 năm,Đà Nẵng,"Ngân hàng / Tài chính,Bảo hiểm,Marketing / Truyền thông / Quảng cáo",https://www.topcv.vn/viec-lam/chuyen-vien-tu-van-tai-chinh-thu-nhap-trung-binh-tu-15-trieu-tro-len/812073.html
Tuyển Chuyên Viên Tuyển Dụng,Trên 10 triệu,Toàn thời gian,Nhân viên,Không yêu cầu,1 năm,"148 Lê Lai, Phường Bến Thành, Quận 1, Hồ Chí Minh","Hành chính / Văn phòng,Nhân sự,Ngành nghề khác",https://www.topcv.vn/viec-lam/chuyen-vien-tuyen-dung/722259.html
Tuyển Chuyên Viên Tư Vấn Doanh Nghiệp - Thu Nhập Từ 15 Triệu,15-20 triệu,Toàn thời gian,Nhân viên,Không yêu cầu,1 năm,Hà Nội,"Kinh doanh / Bán hàng,Giáo dục / Đào tạo,Tư vấn",https://www.topcv.vn/viec-lam/chuyen-vien-tu-van-doanh-nghiep-thu-nhap-tu-15-trieu/397385.html
Tuyển Kế Toán Kho Thực Phẩm - Làm Tại Chương Mỹ - Thu Nhập Upto 11.000.000 Đ/Tháng,8-11 triệu,Toàn thời gian,Nhân viên,Nữ,Không yêu cầu kinh nghiệm,Hà Nội,"Kế toán / Kiểm toán,Hành chính / Văn phòng,Vận tải / Kho vận",https://www.topcv.vn/viec-lam/ke-toan-kho-thuc-pham-lam-tai-chuong-my-thu-nhap-upto-11-000-000-d-thang/811984.html
Tuyển Nhân Viên Giao Hàng - Hồ Chí Minh,9-11 triệu,Toàn thời gian,Nhân viên,Nam,Dưới 1 năm,Hồ Chí Minh,Logistics,https://www.topcv.vn/viec-lam/nhan-vien-giao-hang-ho-chi-minh/810581.html
Tuyển Nhân Viên Lễ Tân (Hồ Chí Minh),Trên 9 triệu,Toàn thời gian,Nhân viên,Nữ,1 năm,Hồ Chí Minh,"Hành chính / Văn phòng,Khách sạn / Nhà hàng",https://www.topcv.vn/viec-lam/nhan-vien-le-tan-ho-chi-minh/787082.html
Tuyển Nhân Viên Trực Page (Thu Nhập 8 - 12 Triệu),8-12 triệu,Toàn thời gian,Nhân viên,Không yêu cầu,1 năm,Hà Nội,"Tư vấn,Kinh doanh / Bán hàng,Bán lẻ / bán sỉ",https://www.topcv.vn/viec-lam/nhan-vien-truc-page-thu-nhap-8-12-trieu/811881.html
Tuyển Giám Đốc Dự Án,20-45 triệu,Toàn thời gian,Giám đốc,Không yêu cầu,3 năm,Hồ Chí Minh,"Bất động sản,Quản lý điều hành,Tài chính / Đầu tư",https://www.topcv.vn/viec-lam/giam-doc-du-an/812046.html
Tuyển Quản Lý Ngành Hàng Tại Hưng Yên,7-10 triệu,Toàn thời gian,Quản lý / Giám sát,Nam,1 năm,Hưng Yên,"Kinh doanh / Bán hàng,Điện / Điện tử / Điện lạnh,Hàng gia dụng",https://www.topcv.vn/viec-lam/quan-ly-nganh-hang-tai-hung-yen/812052.html
Tuyển Nhân Viên Kế Toán Tổng Hợp - Công Nợ (Đi Làm Luôn),8-12 triệu,Toàn thời gian,Nhân viên,Không yêu cầu,1 năm,Hà Nội,"Kế toán / Kiểm toán,Hành chính / Văn phòng,Ngân hàng / Tài chính",https://www.topcv.vn/viec-lam/nhan-vien-ke-toan-tong-hop-cong-no-di-lam-luon/749205.html
Tuyển Video Game Editor 8 - 10 Triệu,8-10 triệu,Toàn thời gian,Nhân viên,Không yêu cầu,Dưới 1 năm,Hà Nội,"Mỹ thuật / Nghệ thuật / Điện ảnh,Báo chí / Truyền hình,Thiết kế đồ họa",https://www.topcv.vn/viec-lam/video-game-editor-8-10-trieu/811459.html
Tuyển Kỹ Sư Kết Cấu,15-22 triệu,Toàn thời gian,Nhân viên,Nam,5 năm,Hà Nội,Bất động sản,https://www.topcv.vn/viec-lam/ky-su-ket-cau/811693.html
Tuyển Trưởng Nhóm Kinh Doanh (Telesale) Tại An Giang,Trên 12 triệu,Toàn thời gian,Trưởng nhóm,Không yêu cầu,1 năm,An Giang,"Kinh doanh / Bán hàng,Dịch vụ khách hàng,Ngân hàng / Tài chính",https://www.topcv.vn/viec-lam/truong-nhom-kinh-doanh-telesale-tai-an-giang/812055.html
Tuyển Nhân Viên Kế Toán Tổng Hợp,8-12 triệu,Toàn thời gian,Nhân viên,Không yêu cầu,2 năm,Vũng Tàu,"Kế toán / Kiểm toán,Kinh doanh / Bán hàng,Hành chính / Văn phòng",https://www.topcv.vn/viec-lam/nhan-vien-ke-toan-tong-hop/812057.html
Tuyển Trưởng Nhóm Kinh Doanh (Kênh Doanh Nghiệp) Tại Hồ Chí Minh,Thoả thuận,Toàn thời gian,Trưởng nhóm,Không yêu cầu,1 năm,Hồ Chí Minh,"Kinh doanh / Bán hàng,Dịch vụ khách hàng,Ngân hàng / Tài chính",https://www.topcv.vn/viec-lam/truong-nhom-kinh-doanh-kenh-doanh-nghiep-tai-ho-chi-minh/812060.html
Tuyển Nhân Viên Kinh Doanh (Kênh Doanh Nghiệp) Tại Hồ Chí Minh,10-20 triệu,Toàn thời gian,Nhân viên,Không yêu cầu,Dưới 1 năm,Hồ Chí Minh,"Kinh doanh / Bán hàng,Dịch vụ khách hàng,Ngân hàng / Tài chính",https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh-kenh-doanh-nghiep-tai-ho-chi-minh/812094.html
Tuyển Nhân Viên Kinh Doanh BĐS Quận 1 Lcb 7 - 20 Triệu + Hoa Hồng,Trên 7 triệu,Toàn thời gian,Nhân viên,Không yêu cầu,Không yêu cầu kinh nghiệm,Hồ Chí Minh,"Bất động sản,Kinh doanh / Bán hàng,Dịch vụ khách hàng",https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh-bds-quan-1-lcb-7-20-trieu-hoa-hong/812026.html
Tuyển Intern Marketing,Tới 3 triệu,Bán thời gian,Thực tập sinh,Không yêu cầu,Không yêu cầu kinh nghiệm,Hà Nội,Marketing / Truyền thông / Quảng cáo,https://www.topcv.vn/viec-lam/intern-marketing/811955.html
Tuyển Nhân Viên Kinh Doanh Phần Mềm,8-25 triệu,Toàn thời gian,Nhân viên,Không yêu cầu,Dưới 1 năm,Hồ Chí Minh,"Kinh doanh / Bán hàng,Công nghệ cao,Dịch vụ khách hàng",https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh-phan-mem/775090.html
Tuyển Trợ Lý Kinh Doanh - Thu Nhập Trên 10 Triệu,6-10 triệu,Toàn thời gian,Nhân viên,Nữ,1 năm,Hà Nội,"Thư ký / Trợ lý,Kinh doanh / Bán hàng,Xây dựng",https://www.topcv.vn/viec-lam/tro-ly-kinh-doanh-thu-nhap-tren-10-trieu/597354.html
Tuyển Phó Trưởng Trung Tâm Phòng Khách Hạng Thương Gia,Thoả thuận,Toàn thời gian,Trưởng/Phó phòng,Không yêu cầu,5 năm,Hà Nội,"Khách sạn / Nhà hàng,Dịch vụ khách hàng,Hàng không",https://www.topcv.vn/viec-lam/pho-truong-trung-tam-phong-khach-hang-thuong-gia/812096.html
Tuyển Nhân Viên Kinh Doanh Phát Triển Thị Trường,6-20 triệu,Toàn thời gian,Nhân viên,Không yêu cầu,1 năm,Khánh Hoà,Bán lẻ / bán sỉ,https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh-phat-trien-thi-truong/812082.html
Tuyển Nhân Viên Content Marketing,9-12 triệu,Toàn thời gian,Nhân viên,Không yêu cầu,1 năm,Hồ Chí Minh,"Thời trang,Báo chí / Truyền hình,Marketing / Truyền thông / Quảng cáo",https://www.topcv.vn/viec-lam/nhan-vien-content-marketing/811688.html
Tuyển Chuyên Viên Marketing Truyền Thông,Thoả thuận,Toàn thời gian,Nhân viên,Không yêu cầu,2 năm,Hà Nội,"Marketing / Truyền thông / Quảng cáo,Báo chí / Truyền hình,Ngân hàng / Tài chính",https://www.topcv.vn/viec-lam/chuyen-vien-marketing-truyen-thong/811949.html
,Thoả thuận,Toàn thời gian,Nhân viên,Không yêu cầu,1 năm,Hà Nội,,
Tuyển Cloud Architect,"1,000-1,500 USD",Toàn thời gian,Nhân viên,Không yêu cầu,Không yêu cầu kinh nghiệm,Hà Nội,"IT phần mềm,IT Phần cứng / Mạng,Việc làm IT",https://www.topcv.vn/viec-lam/cloud-architect/811947.html
Tuyển Nhân Viên Phụ Bếp,Trên 5 triệu,Toàn thời gian,Nhân viên,Nam,Dưới 1 năm,Hà Nội,"Khách sạn / Nhà hàng,Du lịch,Ngành nghề khác",https://www.topcv.vn/viec-lam/nhan-vien-phu-bep/532636.html
Tuyển Python Intern,Tới 400 USD,Toàn thời gian,Thực tập sinh,Không yêu cầu,Không yêu cầu kinh nghiệm,Hồ Chí Minh,"IT phần mềm,Công nghệ cao,Việc làm IT",https://www.topcv.vn/viec-lam/python-intern/812142.html
Tuyển Nhân Viên Kho - Đồng Nai,Thoả thuận,Toàn thời gian,Nhân viên,Nam,Không yêu cầu kinh nghiệm,Đồng Nai,"Vận tải / Kho vận,In ấn / Xuất bản,Sản xuất",https://www.topcv.vn/viec-lam/nhan-vien-kho-dong-nai/812166.html
Tuyển Kế Toán Mua Hàng,Trên 5.8 triệu,Toàn thời gian,Nhân viên,Nữ,1 năm,Hà Nội,"Kế toán / Kiểm toán,Hành chính / Văn phòng,Khách sạn / Nhà hàng",https://www.topcv.vn/viec-lam/ke-toan-mua-hang/639386.html
Tuyển Nhân Viên MC Reviewer Sản Phẩm - Thu Nhập Hấp Dẫn,Thoả thuận,Toàn thời gian,Nhân viên,Nữ,Dưới 1 năm,Hà Nội,"Marketing / Truyền thông / Quảng cáo,Ngành nghề khác",https://www.topcv.vn/viec-lam/nhan-vien-mc-reviewer-san-pham-thu-nhap-hap-dan/812155.html
Tuyển Chăm Sóc Khách Hàng Ngành Thực Phẩm Tại Hà Nội - Hồ Chí Minh,8.5-10 triệu,Toàn thời gian,Nhân viên,Không yêu cầu,Dưới 1 năm,Hà Nội,"Tư vấn,Kinh doanh / Bán hàng,Dịch vụ khách hàng",https://www.topcv.vn/viec-lam/cham-soc-khach-hang-nganh-thuc-pham-tai-ha-noi-ho-chi-minh/811981.html
Tuyển Trình Dược Viên (Hồ Chí Minh),Trên 10 triệu,Toàn thời gian,Nhân viên,Không yêu cầu,Dưới 1 năm,Hồ Chí Minh,"Bán lẻ / bán sỉ,Kinh doanh / Bán hàng,Y tế / Dược",https://www.topcv.vn/viec-lam/trinh-duoc-vien-ho-chi-minh/810773.html
Tuyển Trợ Lý Giám Đốc,10-15 triệu,Toàn thời gian,Nhân viên,Không yêu cầu,2 năm,Hồ Chí Minh,"Thư ký / Trợ lý,Kinh doanh / Bán hàng,Hành chính / Văn phòng",https://www.topcv.vn/viec-lam/tro-ly-giam-doc/810989.html
Tuyển Chuyên Viên Kinh Doanh Lương Cứng 9 Triệu,Tới 100 triệu,Toàn thời gian,Nhân viên,Không yêu cầu,1 năm,Đà Nẵng,"Bất động sản,Bảo hiểm,Bán lẻ / bán sỉ",https://www.topcv.vn/viec-lam/chuyen-vien-kinh-doanh-luong-cung-9-trieu/812107.html
Tuyển Chuyên Viên Truyền Thông Nội Bộ,Thoả thuận,Toàn thời gian,Nhân viên,Không yêu cầu,Không yêu cầu kinh nghiệm,Hà Nội,"Báo chí / Truyền hình,Marketing / Truyền thông / Quảng cáo",https://www.topcv.vn/viec-lam/chuyen-vien-truyen-thong-noi-bo/812160.html
Tuyển Thực Tập Sinh Marketing Chạy Quảng Cáo ( Có Hỗ Trợ Lương),2-3 triệu,Thực tập,Thực tập sinh,Không yêu cầu,Không yêu cầu kinh nghiệm,Hồ Chí Minh,"Marketing / Truyền thông / Quảng cáo,Công nghệ thông tin",https://www.topcv.vn/viec-lam/thuc-tap-sinh-marketing-chay-quang-cao-co-ho-tro-luong/810749.html
Tuyển Nhân Viên Phụ Trách Nhãn Hàng,Thoả thuận,Toàn thời gian,Nhân viên,Không yêu cầu,1 năm,Hồ Chí Minh,"Marketing / Truyền thông / Quảng cáo,Y tế / Dược",https://www.topcv.vn/viec-lam/nhan-vien-phu-trach-nhan-hang/810774.html
Tuyển Telesales Topup - Bank,8-38 triệu,Toàn thời gian,Nhân viên,Không yêu cầu,1 năm,Hồ Chí Minh,"Ngân hàng / Tài chính,Kinh doanh / Bán hàng,Bán lẻ / bán sỉ",https://www.topcv.vn/viec-lam/telesales-topup-bank/810324.html
Tuyển Giám Sát Bán Hàng,Trên 8.6 triệu,Toàn thời gian,Nhân viên,Không yêu cầu,1 năm,Hồ Chí Minh,"Kinh doanh / Bán hàng,Dịch vụ khách hàng,Hành chính / Văn phòng",https://www.topcv.vn/viec-lam/giam-sat-ban-hang/812204.html
"Tuyển Trưởng Nhóm Kinh Doanh Khu Vực HCM, Bảo Lộc - Lâm Đồng (Dự Án Bảo Hiểm Nhân Thọ Aia)",Trên 12 triệu,Toàn thời gian,Nhân viên,Không yêu cầu,2 năm,Hồ Chí Minh,"Kinh doanh / Bán hàng,Bảo hiểm,Tài chính / Đầu tư",https://www.topcv.vn/viec-lam/truong-nhom-kinh-doanh-khu-vuc-hcm-bao-loc-lam-dong-du-an-bao-hiem-nhan-tho-aia/812203.html
Tuyển Phó Trưởng Ban Kiểm Soát,10-20 triệu,Toàn thời gian,Quản lý / Giám sát,Không yêu cầu,3 năm,Thái Nguyên,"Vận tải / Kho vận,Kinh doanh / Bán hàng,Logistics",https://www.topcv.vn/viec-lam/pho-truong-ban-kiem-soat/812198.html
"Tuyển Nhân Viên Tư Vấn Về Y Tế, Dược Phẩm",7-10 triệu,Toàn thời gian,Nhân viên,Không yêu cầu,Dưới 1 năm,Hồ Chí Minh,"Kinh doanh / Bán hàng,Dịch vụ khách hàng,Tư vấn",https://www.topcv.vn/viec-lam/nhan-vien-tu-van-ve-y-te-duoc-pham/812193.html
Tuyển Nhân Viên Design,Thoả thuận,Toàn thời gian,Nhân viên,Không yêu cầu,1 năm,Hồ Chí Minh,"Marketing / Truyền thông / Quảng cáo,Y tế / Dược,Spa / Làm đẹp",https://www.topcv.vn/viec-lam/nhan-vien-design/768727.html
Tuyển Điều Dưỡng / Kỹ Thuật Viên Chăm Sóc Da Mặt,Trên 7 triệu,Toàn thời gian,Nhân viên,Nữ,Không yêu cầu kinh nghiệm,Khánh Hoà,"Y tế / Dược,Dịch vụ khách hàng",https://www.topcv.vn/viec-lam/dieu-duong-ky-thuat-vien-cham-soc-da-mat/812139.html
Tuyển Warehouse Manager (Quản Lý Kho),Tới 45 triệu,Toàn thời gian,Trưởng/Phó phòng,Không yêu cầu,Trên 5 năm,Hồ Chí Minh,"Kinh doanh / Bán hàng,Mỹ phẩm / Trang sức",https://www.topcv.vn/viec-lam/warehouse-manager-quan-ly-kho/782273.html
"Tuyển Nhân Viên Kế Toán Nội Bộ _ Nghỉ Thứ 7, Chủ Nhật",Trên 7 triệu,Toàn thời gian,Nhân viên,Không yêu cầu,1 năm,Hà Nội,"Kế toán / Kiểm toán,Nhân sự",https://www.topcv.vn/viec-lam/nhan-vien-ke-toan-noi-bo-nghi-thu-7-chu-nhat/811991.html
Tuyển Nhân Viên Lễ Tân - Hành Chính,Thoả thuận,Toàn thời gian,Nhân viên,Nữ,1 năm,Hà Nội,"Hành chính / Văn phòng,Nhân sự",https://www.topcv.vn/viec-lam/nhan-vien-le-tan-hanh-chinh/810321.html
Tuyển Nhân Viên Kinh Doanh Kênh Siêu Thị,7-15 triệu,Toàn thời gian,Nhân viên,Không yêu cầu,Dưới 1 năm,Hồ Chí Minh,Kinh doanh / Bán hàng,https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh-kenh-sieu-thi/709645.html
Tuyển Chuyên Viên Thu Mua,10-15 triệu,Toàn thời gian,Nhân viên,Không yêu cầu,2 năm,Hồ Chí Minh,"Vận tải / Kho vận,Kinh doanh / Bán hàng,Hàng tiêu dùng",https://www.topcv.vn/viec-lam/chuyen-vien-thu-mua/643563.html
Tuyển Nhân Viên Lễ Tân Phòng Khám,7-8 triệu,Toàn thời gian,Nhân viên,Không yêu cầu,Dưới 1 năm,Hồ Chí Minh,"Hành chính / Văn phòng,Tư vấn,Y tế / Dược",https://www.topcv.vn/viec-lam/nhan-vien-le-tan-phong-kham/702414.html
Tuyển Nhân Viên Chứng Từ Xuất Khẩu,Thoả thuận,Toàn thời gian,Nhân viên,Nữ,Không yêu cầu kinh nghiệm,Hà Nội,"Xuất nhập khẩu,Vận tải / Kho vận,Logistics",https://www.topcv.vn/viec-lam/nhan-vien-chung-tu-xuat-khau/781824.html
,"Tới 1,300 USD",Toàn thời gian,Nhân viên,Không yêu cầu,2 năm,Hà Nội,,
Tuyển Nhân Viên Tester,10-14 triệu,Toàn thời gian,Nhân viên,Không yêu cầu,1 năm,Hà Nội,"IT phần mềm,IT Phần cứng / Mạng,Công nghệ thông tin,Việc làm IT",https://www.topcv.vn/viec-lam/nhan-vien-tester/737520.html
Tuyển Trưởng Phòng Kinh Doanh,15-20 triệu,Toàn thời gian,Trưởng/Phó phòng,Nam,1 năm,Hà Nội,"Kinh doanh / Bán hàng,Quản lý điều hành,Bán lẻ / bán sỉ",https://www.topcv.vn/viec-lam/truong-phong-kinh-doanh/724292.html
,"Tới 1,500 USD",Toàn thời gian,Nhân viên,Không yêu cầu,2 năm,Hà Nội,,
,"Tới 2,000 USD",Toàn thời gian,Nhân viên,Không yêu cầu,2 năm,Hà Nội,,
,"Tới 2,000 USD",Toàn thời gian,Nhân viên,Không yêu cầu,2 năm,Hà Nội,,
,"Tới 1,300 USD",Toàn thời gian,Nhân viên,Không yêu cầu,Dưới 1 năm,Hà Nội,,
Tuyển Nhân Viên Kho,Trên 8 triệu,Toàn thời gian,Nhân viên,Nữ,Dưới 1 năm,Bình Dương,"Vận tải / Kho vận,Logistics",https://www.topcv.vn/viec-lam/nhan-vien-kho/811957.html
Tuyển Nhân Viên Marketing (Thu Nhập 7 - 15 Triệu),7-15 triệu,Toàn thời gian,Nhân viên,Nam,Không yêu cầu kinh nghiệm,Thanh Hoá,Marketing / Truyền thông / Quảng cáo,https://www.topcv.vn/viec-lam/nhan-vien-marketing-thu-nhap-7-15-trieu/585877.html
Tuyển Giám Sát Thi Công Nội Thất,Tới 18 triệu,Toàn thời gian,Nhân viên,Nam,2 năm,Hồ Chí Minh,"Xây dựng,Kiến trúc,Thiết kế nội thất",https://www.topcv.vn/viec-lam/giam-sat-thi-cong-noi-that/812137.html
Tuyển Nhân Viên Kỹ Thuật Không Yêu Cầu Kinh Nghiệm,6-12 triệu,Toàn thời gian,Nhân viên,Không yêu cầu,Không yêu cầu kinh nghiệm,Đà Nẵng,Thiết kế đồ họa,https://www.topcv.vn/viec-lam/nhan-vien-ky-thuat-khong-yeu-cau-kinh-nghiem/812209.html
Tuyển Nhân Viên Chef De Partie (Nhóm Trưởng) - Món Thái,10-12 triệu,Toàn thời gian,Trưởng nhóm,Không yêu cầu,1 năm,Hồ Chí Minh,"Khách sạn / Nhà hàng,Thực phẩm / Đồ uống,Ngành nghề khác",https://www.topcv.vn/viec-lam/nhan-vien-chef-de-partie-nhom-truong-mon-thai/811922.html
Tuyển Nhân Viên Tiếng Nhật Không Yêu Cầu Kinh Nghiệm,6-12 triệu,Toàn thời gian,Nhân viên,Không yêu cầu,Không yêu cầu kinh nghiệm,Đà Nẵng,Biên / Phiên dịch,https://www.topcv.vn/viec-lam/nhan-vien-tieng-nhat-khong-yeu-cau-kinh-nghiem/812244.html
Tuyển Kế Toán Nội Bộ (Quận 12 - HCM),8-10 triệu,Toàn thời gian,Nhân viên,Nữ,Không yêu cầu kinh nghiệm,Hồ Chí Minh,Kế toán / Kiểm toán,https://www.topcv.vn/viec-lam/ke-toan-noi-bo-quan-12-hcm/780913.html
Tuyển Nhân Viên Hành Chính Nhân Sự,8-11 triệu,Toàn thời gian,Nhân viên,Nữ,2 năm,Hồ Chí Minh,"Nhân sự,Hành chính / Văn phòng,Khách sạn / Nhà hàng",https://www.topcv.vn/viec-lam/nhan-vien-hanh-chinh-nhan-su/812074.html
Tuyển Nhân Viên Thu Hồi Nợ Qua Điện Thoại,12-15 triệu,Toàn thời gian,Nhân viên,Không yêu cầu,Không yêu cầu kinh nghiệm,Hà Nội,"Ngân hàng / Tài chính,Luật/Pháp lý,Tư vấn",https://www.topcv.vn/viec-lam/nhan-vien-thu-hoi-no-qua-dien-thoai/677014.html
Tuyển Kiến Trúc Sư,18-20 triệu,Toàn thời gian,Nhân viên,Không yêu cầu,3 năm,Hà Nội,"Kiến trúc,Thiết kế đồ họa,Xây dựng",https://www.topcv.vn/viec-lam/kien-truc-su/812266.html
Tuyển UI/UX Designer,Thoả thuận,Toàn thời gian,Nhân viên,Không yêu cầu,Dưới 1 năm,Hà Nội,"IT phần mềm,Marketing / Truyền thông / Quảng cáo,Thiết kế đồ họa,Việc làm IT",https://www.topcv.vn/viec-lam/ui-ux-designer/492327.html
Tuyển Chuyên Viên Quan Hệ Khách Hàng Cá Nhân (Lương 10 Triệu - 15 Triệu ),Trên 10 triệu,Toàn thời gian,Nhân viên,Không yêu cầu,Không yêu cầu kinh nghiệm,Hà Nội,"Kinh doanh / Bán hàng,Ngân hàng / Tài chính,Tài chính / Đầu tư",https://www.topcv.vn/viec-lam/chuyen-vien-quan-he-khach-hang-ca-nhan-luong-10-trieu-15-trieu/674449.html
Tuyển Kỹ Sư Bim Mảng Kiến Trúc Kết Cấu - Xây Dựng Dân Dụng,Trên 8.5 triệu,Toàn thời gian,Nhân viên,Không yêu cầu,Không yêu cầu kinh nghiệm,Hồ Chí Minh,"Kiến trúc,Thiết kế đồ họa,Xây dựng",https://www.topcv.vn/viec-lam/ky-su-bim-mang-kien-truc-ket-cau-xay-dung-dan-dung/752930.html
Tuyển Nhân Viên Kĩ Thuật Sửa Chữa,7-10 triệu,Toàn thời gian,Nhân viên,Không yêu cầu,Không yêu cầu kinh nghiệm,Hà Nội,"Điện / Điện tử / Điện lạnh,Bảo trì / Sữa chữa",https://www.topcv.vn/viec-lam/nhan-vien-ki-thuat-sua-chua/678039.html
Tuyển Kế Toán Kho,Trên 12 triệu,Toàn thời gian,Nhân viên,Không yêu cầu,1 năm,Hồ Chí Minh,"Kế toán / Kiểm toán,Khách sạn / Nhà hàng,Vận tải / Kho vận",https://www.topcv.vn/viec-lam/ke-toan-kho/812297.html
Tuyển Quản Lý Kinh Doanh Chuỗi Cửa Hàng (15-20 Triệu),15-20 triệu,Toàn thời gian,Quản lý / Giám sát,Không yêu cầu,2 năm,Hồ Chí Minh,"Quản lý điều hành,Kinh doanh / Bán hàng,Thực phẩm / Đồ uống",https://www.topcv.vn/viec-lam/quan-ly-kinh-doanh-chuoi-cua-hang-15-20-trieu/812301.html
Tuyển Chuyên Viên Kinh Doanh Thu Nhập Đến 25 Triệu,4.7-25 triệu,Toàn thời gian,Nhân viên,Không yêu cầu,Dưới 1 năm,Hà Nội,"Kinh doanh / Bán hàng,Bất động sản",https://www.topcv.vn/viec-lam/chuyen-vien-kinh-doanh-thu-nhap-den-25-trieu/812274.html
Tuyển Chuyên Viên Thiết Kế Đồ Họa Và Quay Dựng (Designer Video Editor),12-15 triệu,Toàn thời gian,Nhân viên,Không yêu cầu,2 năm,Hồ Chí Minh,"Thiết kế đồ họa,Marketing / Truyền thông / Quảng cáo,Dược phẩm / Công nghệ sinh học",https://www.topcv.vn/viec-lam/chuyen-vien-thiet-ke-do-hoa-va-quay-dung-designer-video-editor/812359.html
,Thoả thuận,Toàn thời gian,Nhân viên,Không yêu cầu,1 năm,Hà Nội,,
"Tuyển IT Business Analyst ($1,200 - 2,000)","1,200-2,000 USD",Toàn thời gian,Nhân viên,Không yêu cầu,2 năm,Hà Nội,"IT phần mềm,Y tế / Dược,Việc làm IT",https://www.topcv.vn/viec-lam/it-business-analyst-1-200-2-000/812364.html
Tuyển Nhân Viên Kinh Doanh Hoa Hồng Hấp Dẫn Upto 20Triệu,Thoả thuận,Toàn thời gian,Nhân viên,Không yêu cầu,Không yêu cầu kinh nghiệm,Hà Nội,"Bất động sản,Kinh doanh / Bán hàng",https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh-hoa-hong-hap-dan-upto-20trieu/797290.html
Tuyển Nhân Viên Chăm Sóc Khách Hàng- Dự Án Ngân Hàng Quân Đội,6-7 triệu,Toàn thời gian,Nhân viên,Không yêu cầu,Không yêu cầu kinh nghiệm,Hà Nội,"Kinh doanh / Bán hàng,Dịch vụ khách hàng,Ngân hàng / Tài chính",https://www.topcv.vn/viec-lam/nhan-vien-cham-soc-khach-hang-du-an-ngan-hang-quan-doi/443486.html
Tuyển Sourcing & Registration Officer,Thoả thuận,Toàn thời gian,Nhân viên,Nữ,1 năm,Hồ Chí Minh,"Xuất nhập khẩu,Thực phẩm / Đồ uống,Bán lẻ / bán sỉ",https://www.topcv.vn/viec-lam/sourcing-registration-officer/812345.html
Tuyển Trợ Lý Nhân Sự (Lương 3 - 5 Triệu),3-5 triệu,Bán thời gian,Nhân viên,Không yêu cầu,Không yêu cầu kinh nghiệm,Hà Nội,"Nhân sự,Kinh doanh / Bán hàng,Tư vấn",https://www.topcv.vn/viec-lam/tro-ly-nhan-su-luong-3-5-trieu/812174.html
Tuyển Quản Lý Bán Hàng Khu Vực (Asm) Ngành Dược- Mỹ Phẩm,Thoả thuận,Toàn thời gian,Nhân viên,Không yêu cầu,2 năm,Hà Nội,Quản lý điều hành,https://www.topcv.vn/viec-lam/quan-ly-ban-hang-khu-vuc-asm-nganh-duoc-my-pham/767566.html
Tuyển Backend Developer (Python/ Django),Thoả thuận,Toàn thời gian,Nhân viên,Không yêu cầu,1 năm,Hồ Chí Minh,"IT phần mềm,IT Phần cứng / Mạng,Việc làm IT",https://www.topcv.vn/viec-lam/backend-developer-python-django/812360.html
,Thoả thuận,Toàn thời gian,Trưởng/Phó phòng,Không yêu cầu,3 năm,Hà Nội,,
Tuyển Kỹ Sư Giám Sát Thi Công Tại Hồ Chí Minh,12-15 triệu,Toàn thời gian,Quản lý / Giám sát,Nam,2 năm,Hồ Chí Minh,"Xây dựng,Quản lý chất lượng (QA/QC)",https://www.topcv.vn/viec-lam/ky-su-giam-sat-thi-cong-tai-ho-chi-minh/812389.html
Tuyển Nhân Viên Dịch Vụ Visa Outbound,Thoả thuận,Toàn thời gian,Nhân viên,Không yêu cầu,Không yêu cầu kinh nghiệm,Đà Nẵng,"Du lịch,Kinh doanh / Bán hàng,Biên / Phiên dịch",https://www.topcv.vn/viec-lam/nhan-vien-dich-vu-visa-outbound/809399.html
Tuyển Magento Developer,10-25 triệu,Toàn thời gian,Nhân viên,Không yêu cầu,Dưới 1 năm,Hà Nội,"Công nghệ thông tin,IT phần mềm,Việc làm IT",https://www.topcv.vn/viec-lam/magento-developer/705501.html
Tuyển Cộng Tác Viên Marketing Mobile App - Parttime,Trên 4 triệu,Bán thời gian,Nhân viên,Không yêu cầu,Không yêu cầu kinh nghiệm,Hà Nội,"Marketing / Truyền thông / Quảng cáo,Báo chí / Truyền hình,Công nghệ thông tin",https://www.topcv.vn/viec-lam/cong-tac-vien-marketing-mobile-app-parttime/747937.html
